VariableRef,FinancialSpreadsheetVariableCategoryRef,DisplayName,FinalPos,ItemPosition,FinancialSpreadsheetItemID,fkParentFinancialSpreadsheetItemID,fkFinancialSpreadsheetVariableID,fkFinancialSpreadsheetVariableCategoryID,AssumptionFormula,ProjectionFormula,ProjectionBaseYearFormula
CORP_BS_GR,CORP_BS,General Reserves,55,55,1218,,266,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_GR_ABS == 0 && Y0.CORP_ASUM_GR_ABS == null 
   Formula: YB1.CORP_BS_GR 
Case Name: 
   Condition: Y0.CORP_ASUM_GR_ABS != null 
   Formula: Y0.CORP_ASUM_GR_ABS 
",
CORP_BS_GENRESV,CORP_BS,General Reserves,55,0,1219,1218,389,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_GENRESV 
"
CORP_BS_FXGLR,CORP_BS,FX Gains & Losses Reserves,56,56,1216,,265,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_FXGLR == 0 && Y0.CORP_ASUM_FXGLR == null 
   Formula: YB1.CORP_BS_FXGLR 
Case Name: 
   Condition: Y0.CORP_ASUM_FXGLR != null 
   Formula: Y0.CORP_ASUM_FXGLR 
",
CORP_BS_TLSGAINLOSS,CORP_BS,FX Gains & Losses Reserves,56,0,1217,1216,390,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_TLSGAINLOSS 
"
CORP_BS_REAL,CORP_BS,Retained Earnings (Accumulated Losses),57,57,1215,,291,5,,"Case Name: 
   Condition: True
   Formula: Y0.CORP_CE_CLRETERNPIS 
",
CORP_BS_RETEARNG,CORP_BS,Retained Earnings (Accumulated Losses),57,0,1262,1215,391,5,,,"Case Name: 
   Condition: true
   Formula:  YB1.CORP_BS_RETEARNG 
"
CORP_BS_SDQU,CORP_BS,Quasi Capital,58,58,1263,,296,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_SDQU  == 0 && Y0.CORP_ASUM_SDQU  == null 
   Formula: YB1.CORP_BS_SDQU 
Case Name: 
   Condition: Y0.CORP_ASUM_SDQU  != null 
   Formula: Y0.CORP_ASUM_SDQU 
",
CORP_BS_SUBDEBTQCAP,CORP_BS,Quasi Capital,58,0,1264,1263,392,5,,,"Case Name: 
   Condition: true
   Formula:  YB1.CORP_BS_SUBDEBTQCAP 
"
,CORP_BS,,59,59,1500,,,5,,,
CORP_BS_NW,CORP_BS,NET WORTH,60,60,1265,,281,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_OS + Y0.CORP_BS_PS + Y0.CORP_BS_SP + Y0.CORP_BS_RR + Y0.CORP_BS_GR + Y0.CORP_BS_FXGLR + Y0.CORP_BS_REAL + Y0.CORP_BS_SDQU 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_OS + YB1.CORP_BS_PS + YB1.CORP_BS_SP + YB1.CORP_BS_RR + YB1.CORP_BS_GR + YB1.CORP_BS_FXGLR + YB1.CORP_BS_REAL + YB1.CORP_BS_SDQU 
"
,CORP_BS,<Empty Line>,61,61,1501,,,5,,,
CORP_BS_MI,CORP_BS,Minority Interest,62,62,1266,,275,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_MI == 0 && Y0.CORP_ASUM_MI == null 
   Formula: YB1.CORP_BS_MI 
Case Name: 
   Condition: Y0.CORP_ASUM_MI != null 
   Formula: Y0.CORP_ASUM_MI 
",
CORP_BS_MINT,CORP_BS,Minority Interests,62,0,1267,1266,393,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_MINT
"
,CORP_BS,<Empty Line>,63,63,1502,,,5,,,
CORP_BS_TLNW,CORP_BS,"TOTAL LIABILITIES, NET WORTH & M.I.",64,64,1268,,301,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_TL + Y0.CORP_BS_NW + Y0.CORP_BS_MI 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_TL + YB1.CORP_BS_NW + YB1.CORP_BS_MI 
"
,CORP_BS,<Empty Line>,65,65,1656,,,5,,,
CORP_BS_COL,CORP_BS,Contingent Liabilities,66,66,1269,,258,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_COL_ABS != null 
   Formula: Y0.CORP_ASUM_COL_ABS
",
CORP_BS_CONTILIAB,CORP_BS,Contingent Liabilities,66,0,1270,1269,394,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CONTILIAB 
"
CORP_BS_COMT,CORP_BS,Commitments,67,67,1271,,259,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_COMT_ABS != null 
   Formula: Y0.CORP_ASUM_COMT_ABS 
",
CORP_BS_COMMIT,CORP_BS,Commitments,67,0,1272,1271,395,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_COMMIT 
"
,CORP_BS,<Empty Line>,68,68,1652,,,5,,,
,CORP_BS,Applicable to Corporate Real Estate Obligors,69,69,1659,,,5,,,
CORP_BS_CCLO,CORP_BS,Current Capitalised Lease Obligations,70,70,1204,,254,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_CCLO_ABS == 0 && Y0.CORP_ASUM_CCLO_ABS == null 
   Formula: YB1.CORP_BS_CCLO 
Case Name: 
   Condition: Y0.CORP_ASUM_CCLO_ABS != null 
   Formula: Y0.CORP_ASUM_CCLO_ABS 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CCLO
"
CORP_BS_CLO,CORP_BS,Capitalised Lease Obligations,71,71,1203,,257,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_CLO_ABS == 0 && Y0.CORP_ASUM_CLO_ABS == null 
   Formula: YB1.CORP_BS_CLO 
Case Name: 
   Condition: Y0.CORP_ASUM_CLO_ABS != null 
   Formula: Y0.CORP_ASUM_CLO_ABS 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CLO
"
CORP_BS_TOBSD,CORP_BS,Total Off-Balance-Sheet Debt,72,72,1202,,302,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_TOBSD_ABS == 0 && Y0.CORP_ASUM_TOBSD_ABS == null 
   Formula: YB1.CORP_BS_TOBSD 
Case Name: 
   Condition: Y0.CORP_ASUM_TOBSD_ABS != null 
   Formula: Y0.CORP_ASUM_TOBSD_ABS 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_TOBSD
"
CORP_BS_IOBSD,CORP_BS,Interest on Off-Balance-Sheet Debt,73,73,1201,,270,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_IOBSD_ABS == 0 && Y0.CORP_ASUM_IOBSD_ABS == null 
   Formula: YB1.CORP_BS_IOBSD 
Case Name: 
   Condition: Y0.CORP_ASUM_IOBSD_ABS != null 
   Formula: Y0.CORP_ASUM_IOBSD_ABS 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_IOBSD
"
CORP_BS_VIRD,CORP_BS,Variable Interest Rate Debt,74,74,1200,,303,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_VIRD_ABS == 0 && Y0.CORP_ASUM_VIRD_ABS == null 
   Formula: YB1.CORP_BS_VIRD 
Case Name: 
   Condition: Y0.CORP_ASUM_VIRD_ABS != null 
   Formula: Y0.CORP_ASUM_VIRD_ABS 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_VIRD
"
CORP_CF_SREV,CORP_CF,Sales Revenue,0,0,1328,,504,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_SR 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_SREV
"
CORP_CF_TRREC,CORP_CF,^ A/C Receivables (Non-Related Parties),1,1,1329,,697,9,,"Case Name: 
   Condition: YB1.CORP_BS_NAR != null
   Formula: ( Y0.CORP_BS_NAR  - YB1.CORP_BS_NAR  ) * ( -1 ) 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_TRREC
"
CORP_CF_TRRECREPRT,CORP_CF,^ A/C Receivables (Related Parties),2,2,1330,,505,9,,"Case Name: 
   Condition: YB1.CONST_HasData == true 
   Formula: ( Y0.CORP_BS_NARRP - YB1.CORP_BS_NARRP ) * ( -1 )
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_TRRECREPRT
"
CORP_CF_CFS,CORP_CF,Cash from sales,3,3,1331,,506,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_SREV + Y0.CORP_CF_TRREC + Y0.CORP_CF_TRRECREPRT
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CFS
"
,CORP_CF,<Empty Line>,4,4,1640,,,9,,,
CORP_CF_COGS,CORP_CF,Cost of Goods Sold (less Non-cash COGS),5,5,1332,,507,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_COGS
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_COGS
"
CORP_CF_INV,CORP_CF,^ Inventory,6,6,1333,,508,9,,"Case Name: 
   Condition: YB1.CORP_BS_INV != null 
   Formula: (Y0.CORP_BS_INV - YB1.CORP_BS_INV) * ( -1)
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_INV
"
CORP_CF_TPAYB,CORP_CF,^ A/C Payables (Non-Related Parties),7,7,1334,,509,9,,"Case Name: 
   Condition: YB1.CORP_BS_AP != null 
   Formula: Y0.CORP_BS_AP - YB1.CORP_BS_AP
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_TPAYB
"
CORP_CF_TRPAYBREPTY,CORP_CF,^ A/C Payables (Related Parties),8,8,1335,,510,9,,"Case Name: 
   Condition: YB1.CORP_BS_APRP != null 
   Formula: Y0.CORP_BS_APRP - YB1.CORP_BS_APRP
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_TRPAYBREPTY
"
CORP_CF_CPP,CORP_CF,Cash paid for production,9,9,1336,,511,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_COGS + Y0.CORP_CF_INV + Y0.CORP_CF_TPAYB + Y0.CORP_CF_TRPAYBREPTY
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CPP
"
CORP_CF_CTA,CORP_CF,Cash from trading activities,10,10,1337,,512,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_CFS + Y0.CORP_CF_CPP
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CTA
"
,CORP_CF,<Empty Line>,11,11,1641,,,9,,,
CORP_CF_CGnA,CORP_CF,"Selling, General & Admin Expenses",12,12,1338,,513,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_SAE
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CGnA
"
CORP_CF_DIRRE,CORP_CF,Directors Remuneration/Fees (Mainboard-listed),13,13,1339,,514,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_DRML
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_DIRRE
"
CORP_CF_PREXP,CORP_CF,^ Prepaid Expenses,14,14,1417,,515,9,,"Case Name: 
   Condition: YB1.CORP_BS_PE != null 
   Formula: (Y0.CORP_BS_PE - YB1.CORP_BS_PE) * ( -1 ) 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_PREXP
"
CORP_CF_ACCEX,CORP_CF,^ Accrued Expenses,15,15,1418,,516,9,,"Case Name: 
   Condition: YB1.CORP_BS_AE != null 
   Formula: Y0.CORP_BS_AE - YB1.CORP_BS_AE
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_ACCEX
"
CORP_CF_CPOC,CORP_CF, Cash paid for operating costs,16,16,1419,,517,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_CGnA  + Y0.CORP_CF_DIRRE + Y0.CORP_CF_PREXP + Y0.CORP_CF_ACCEX 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CPOC 
"
CORP_CF_CAOP,CORP_CF,Cash after operations,17,17,1420,,518,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_CTA +Y0.CORP_CF_CPOC
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CAOP
"
,CORP_CF,<Empty Line>,18,18,1639,,,9,,,
CORP_CF_OTINC,CORP_CF,Other Income (Expense),19,19,1421,,519,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_OI + Y0.CORP_IS_OE + Y0.CORP_IS_NONOPINEXP
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_OTINC
"
CORP_CF_GLFASS,CORP_CF,Gains (Losses) on Sale of Fixed Assets,20,20,1422,,520,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_GLSFA 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_GLFASS
"
CORP_CF_GLOTASS,CORP_CF,Gains (Losses) from Non-Operating Activities,21,21,1423,,521,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_GLSOA
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_GLOTASS
"
CORP_CF_GLFX,CORP_CF,FX Gains (Losses),22,22,1424,,522,9,,"Case Name: 
   Condition: YB1.CORP_BS_FXGLR != null 
   Formula: (Y0.CORP_BS_FXGLR - YB1.CORP_BS_FXGLR) + Y0.CORP_IS_FXGL
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_GLFX
"
CORP_CF_OTCURASS,CORP_CF,^ Other Current Asset accounts,23,23,1425,,523,9,,"Case Name: 
   Condition: YB1.CORP_BS_OCA != null 
   Formula: ((Y0.CORP_BS_OCA - YB1.CORP_BS_OCA) + (Y0.CORP_BS_MS - YB1.CORP_BS_MS)) * (-1 ) 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_OTCURASS
"
CORP_CF_OTNCURASS,CORP_CF,^ Other Non-current Asset accounts,24,24,1426,,524,9,,"Case Name: 
   Condition: YB1.CORP_BS_ONCA != null 
   Formula: ( Y0.CORP_BS_ONCA - YB1.CORP_BS_ONCA ) * ( - 1 ) 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_OTNCURASS 
"
CORP_CF_OTCURLIA,CORP_CF,^ Other Current Liabilities accounts,25,25,1427,,525,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_OCL - YB1.CORP_BS_OCL
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_OTCURLIA
"
CORP_CF_OTNCURLIA,CORP_CF,^ Other Non-current Liabilities accounts,26,26,1428,,526,9,,"Case Name: 
   Condition: YB1.CORP_BS_ONCL != null 
   Formula: Y0.CORP_BS_ONCL - YB1.CORP_BS_ONCL
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_OTNCURLIA
"
CORP_CF_INCTAXEXP,CORP_CF,Income Tax Expense,27,27,1429,,527,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_ITE
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_INCTAXEXP
"
CORP_CF_DEFTAXPAY,CORP_CF,^ Deferred Tax,28,28,1430,,528,9,,"Case Name: 
   Condition: YB1.CORP_BS_DIT != null 
   Formula: Y0.CORP_BS_DIT - YB1.CORP_BS_DIT
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_DEFTAXPAY 
"
CORP_CF_INCTAXPAYB,CORP_CF,^ Taxes Payable,29,29,1431,,529,9,,"Case Name: 
   Condition: YB1.CORP_BS_ITP != null 
   Formula: Y0.CORP_BS_ITP - YB1.CORP_BS_ITP
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_INCTAXPAYB
"
CORP_CF_TAXPDNOTINC,CORP_CF,Taxes paid and other income (expense),30,30,1432,,530,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_OTINC+ Y0.CORP_CF_GLFASS+ Y0.CORP_CF_GLOTASS+ Y0.CORP_CF_GLFX+ Y0.CORP_CF_OTCURASS+ Y0.CORP_CF_OTNCURASS+ Y0.CORP_CF_OTCURLIA+ Y0.CORP_CF_OTNCURLIA+ Y0.CORP_CF_INCTAXEXP+ Y0.CORP_CF_DEFTAXPAY+ Y0.CORP_CF_INCTAXPAYB
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_TAXPDNOTINC
"
CORP_CF_NCAOP,CORP_CF,Net cash after operations,31,31,1433,,531,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_CAOP + Y0.CORP_CF_TAXPDNOTINC
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_NCAOP
"
,CORP_CF,<Empty Line>,32,32,1638,,,9,,,
CORP_CF_INTEXP,CORP_CF,Interest Expense,33,33,1434,,532,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_IE
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_INTEXP
"
CORP_CF_INTPAYB,CORP_CF,^ Interest Payable,34,34,1435,,533,9,,"Case Name: 
   Condition: YB1.CORP_BS_IP != null 
   Formula: Y0.CORP_BS_IP - YB1.CORP_BS_IP
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_INTPAYB
"
CORP_CF_DIVDEC,CORP_CF,Dividends Declared (Mainboard Listed),35,35,1436,,534,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_DML
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_DIVDEC
"
CORP_CF_DIVPAYB,CORP_CF,^ Dividends Payable (Mainboard Listed),36,36,1437,,535,9,,"Case Name: 
   Condition: YB1.CORP_BS_DIVPM != null 
   Formula: Y0.CORP_BS_DIVPM - YB1.CORP_BS_DIVPM
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_DIVPAYB 
"
CORP_CF_CPAYDIVINT,CORP_CF,Cash paid for dividends and interest,37,37,1438,,536,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_INTEXP+ Y0.CORP_CF_INTPAYB+ Y0.CORP_CF_DIVDEC+ Y0.CORP_CF_DIVPAYB
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CPAYDIVINT
"
CORP_CF_CAFC,CORP_CF,Cash after financing costs,38,38,1439,,537,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_NCAOP + Y0.CORP_CF_CPAYDIVINT
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CAFC
"
,CORP_CF,<Empty Line>,39,39,1635,,,9,,,
CORP_CF_CPLTD,CORP_CF,Current Portion of Long Term Debts (prior year),40,40,1440,,538,9,,"Case Name: 
   Condition: YB1.CORP_BS_CPLTD != null 
   Formula: -YB1.CORP_BS_CPLTD
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CPLTD
"
CORP_CF_CADBAMOR,CORP_CF,Cash after debt amortisation,41,41,1441,,539,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_CAFC + Y0.CORP_CF_CPLTD
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CADBAMOR
"
,CORP_CF,<Empty Line>,42,42,1636,,,9,,,
CORP_CF_FA,CORP_CF,^ Fixed Assets,43,43,1442,,540,9,,"Case Name: 
   Condition: true 
   Formula: -((Y0.CORP_BS_NFA) - ( YB1.CORP_BS_NFA))+(Y0.CORP_IS_DEP) 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_FA
"
CORP_CF_CAPINT,CORP_CF,^ Capitalised Interest,44,44,1443,,541,9,,"Case Name: 
   Condition: YB1.CORP_BS_CI != null 
   Formula: (YB1.CORP_BS_CI - Y0.CORP_BS_CI)*(1)
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CAPINT
"
CORP_CF_INS,CORP_CF,^ Investments,45,45,1444,,542,9,,"Case Name: 
   Condition: YB1.CORP_BS_INS != null 
   Formula: (YB1.CORP_BS_INS - Y0.CORP_BS_INS) + Y0.CORP_IS_SACPL
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_INS
"
CORP_CF_INTG,CORP_CF,^ Intangibles,46,46,1445,,543,9,,"Case Name: 
   Condition: YB1.CORP_BS_INT != null 
   Formula: (YB1.CORP_BS_INT - Y0.CORP_BS_INT ) + Y0.CORP_IS_AMORT
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_INTG
"
CORP_CF_CPAYPLINS,CORP_CF,Cash paid for plant and investments,47,47,1446,,544,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_FA+ Y0.CORP_CF_CAPINT+ Y0.CORP_CF_INS+ Y0.CORP_CF_INTG
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CPAYPLINS  
"
CORP_CF_CACAPINSEXP,CORP_CF,Cash after capital & investment expenditure,48,48,1447,,545,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_CADBAMOR + Y0.CORP_CF_CPAYPLINS
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CACAPINSEXP
"
,CORP_CF,<Empty Line>,49,49,1634,,,9,,,
CORP_CF_EXTROC,CORP_CF,Extraordinary Items (Cash),50,50,1448,,546,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_EIC
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_EXTROC
"
CORP_CF_EXTRONC,CORP_CF,Extraordinary Items (Non-cash),51,51,1449,,547,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_EINC
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_EXTRONC
"
CORP_CF_CAEXTROITM,CORP_CF,Cash after extraordinary items,52,52,1450,,548,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_CACAPINSEXP+ Y0.CORP_CF_EXTROC+ Y0.CORP_CF_EXTRONC
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_CAEXTROITM
"
,CORP_CF,<Empty Line>,53,53,1637,,,9,,,
CORP_CF_DIRREOTH,CORP_CF,Directors Remuneration / Fee (Others),54,54,1451,,549,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_DRO
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_DIRREOTH
"
CORP_CF_DIVDECOTH,CORP_CF,Dividend declared / Owners withdrawal (Others),55,55,1452,,550,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_IS_DO
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_DIVDECOTH
"
CORP_CF_DIVPAYBOTH,CORP_CF,^ Dividends Payable (Others),56,56,1453,,551,9,,"Case Name: 
   Condition: YB1.CORP_BS_DIVPOTH != null 
   Formula: Y0.CORP_BS_DIVPOTH - YB1.CORP_BS_DIVPOTH
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_DIVPAYBOTH
"
CORP_CF_REPRTASS,CORP_CF,^ Related Parties Assets,57,57,1454,,552,9,,"Case Name: 
   Condition: YB1.CORP_BS_RPA != null 
   Formula: (Y0.CORP_BS_RPA - YB1.CORP_BS_RPA)*(-1)
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_REPRTASS
"
CORP_CF_REPRTLIA,CORP_CF,^ Related Parties Liabilities,58,58,1455,,553,9,,"Case Name: 
   Condition: YB1.CORP_BS_RPL != null 
   Formula: Y0.CORP_BS_RPL - YB1.CORP_BS_RPL
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_REPRTLIA
"
CORP_CF_SUBDEBT,CORP_CF,^ Subordinated Debts (to OCBC),59,59,1456,,554,9,,"Case Name: 
   Condition: YB1.CORP_BS_SDOCB != null 
   Formula: Y0.CORP_BS_SDOCB - YB1.CORP_BS_SDOCB
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_SUBDEBT
"
CORP_CF_ORDSH,CORP_CF,^ Ordinary Shares,60,60,1457,,555,9,,"Case Name: 
   Condition: YB1.CORP_BS_OS != null 
   Formula: (Y0.CORP_BS_OS - YB1.CORP_BS_OS) + Y0.CORP_IS_TPUCB
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_ORDSH
"
CORP_CF_PRESH,CORP_CF,^ Preference Shares,61,61,1458,,556,9,,"Case Name: 
   Condition: YB1.CORP_BS_PS != null 
   Formula: Y0.CORP_BS_PS - YB1.CORP_BS_PS
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_PRESH
"
CORP_CF_OTHCAP,CORP_CF,^ Other Capital,62,62,1459,,557,9,,"Case Name: 
   Condition: YB1.CORP_BS_SDQU != null 
   Formula: (Y0.CORP_BS_SP - YB1.CORP_BS_SP )+ (Y0.CORP_BS_RR - YB1.CORP_BS_RR )+ (Y0.CORP_BS_GR - YB1.CORP_BS_GR )+ (Y0.CORP_BS_SDQU - YB1.CORP_BS_SDQU )+ Y0.CORP_IS_TGR+ Y0.CORP_IS_TRR","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_OTHCAP
"
CORP_CF_MI,CORP_CF,^ Minority Interest,63,63,1594,,558,9,,"Case Name: 
   Condition: YB1.CORP_BS_MI != null 
   Formula: (Y0.CORP_BS_MI - YB1.CORP_BS_MI) + Y0.CORP_IS_MISPL
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_MI
"
CORP_CF_TINTFIN,CORP_CF,Total internal financing,64,64,1593,,559,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_DIRREOTH + Y0.CORP_CF_DIVDECOTH+ Y0.CORP_CF_DIVPAYBOTH+ Y0.CORP_CF_REPRTASS+ Y0.CORP_CF_REPRTLIA+ Y0.CORP_CF_SUBDEBT+ Y0.CORP_CF_ORDSH+ Y0.CORP_CF_PRESH+ Y0.CORP_CF_OTHCAP+ Y0.CORP_CF_MI
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_TINTFIN
"
CORP_CF_FINSURP,CORP_CF,Financing surplus (requirement),65,65,1592,,560,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_CAEXTROITM + Y0.CORP_CF_TINTFIN
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_FINSURP
"
,CORP_CF,<Empty Line>,66,66,1633,,,9,,,
CORP_CF_BILLPAYB,CORP_CF,^ Bills Payables,67,67,1591,,561,9,,"Case Name: 
   Condition: YB1.CORP_BS_BP != null 
   Formula: Y0.CORP_BS_BP - YB1.CORP_BS_BP
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_BILLPAYB
"
CORP_CF_SHTTEMDEBT,CORP_CF,^ Short Term Debts,68,68,1460,,562,9,,"Case Name: 
   Condition: YB1.CORP_BS_STD != null 
   Formula: Y0.CORP_BS_STD - YB1.CORP_BS_STD
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_SHTTEMDEBT
"
CORP_CF_LNGTEMDEBT,CORP_CF,^ Long Term Debts,69,69,1461,,563,9,,"Case Name: 
   Condition: YB1.CORP_BS_LTD != null 
   Formula: (Y0.CORP_BS_LTD - YB1.CORP_BS_LTD ) + Y0.CORP_BS_CPLTD
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_LNGTEMDEBT
"
CORP_CF_TEXTFIN,CORP_CF,Total external financing,70,70,1462,,564,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_BILLPAYB+ Y0.CORP_CF_SHTTEMDEBT+ Y0.CORP_CF_LNGTEMDEBT
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_TEXTFIN
"
CORP_CF_NCAFIN,CORP_CF,Net cash after financing,71,71,1463,,565,9,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_CF_FINSURP + Y0.CORP_CF_TEXTFIN
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_NCAFIN
"
,CORP_CF,<Empty Line>,72,72,1632,,,9,,,
CORP_CF_PROOF,CORP_CF,"PROOF:  Cash, FD and govt securities",73,73,1464,,566,9,,"Case Name: 
   Condition: true
   Formula: (Y0.CORP_BS_CFD +Y0.CORP_BS_GS) - (YB1.CORP_BS_CFD + YB1.CORP_BS_GS)
","Case Name: 
   Condition: true
   Formula: YB1.CORP_CF_PROOF
"
